col_0,Partner,col_2,HS Code,Product,Year,UOM,January_Value,January_Qty,February_Value,February_Qty,March_Value,March_Qty,April_Value,April_Qty,May_Value,May_Qty,June_Value,June_Qty,July_Value,July_Qty,August_Value,August_Qty,September_Value,September_Qty,October_Value,October_Qty,November_Value,November_Qty,December_Value,December_Qty,Total_Value,Total_Qty,Total_Period/Period %  Change (Value),Total_Period/Period %  Change (Qty),Total_Reporter Code,Total_Partner Code,Total_Product Code,Total_col,source_file
1,Mexico,1,0810904675,TOMATILLOS FR,2025-2025,KG,"8,006","14,130,460.0","7,925","13,568,145.0","8,067","13,304,074.0","7,098","12,377,780.0","6,455","11,719,537.0","6,750","12,519,804.0","6,411","11,339,840.0","7,190","10,639,249.0","8,818","12,033,091.0","8,319","13,310,631.0","9,458","12,336,352.0","12,558","14,089,136.0","97,054","151,368,099.0",-1,-4,US,MX,0810904675,,Standard_Query_21600.csv
1,Mexico,1,0810904675,TOMATILLOS FR,2026-2026,KG,"10,425","12,473,033.0","12,109","11,439,113.0",,,,,,,,,,,,,,,,,,,,,"22,534","23,912,146.0",16,-8,US,MX,0810904675,,Standard_Query_21600.csv
1,Mexico,2,0810904640,"JACKFRUIT, FRESH",2023-2023,KG,524,"666,438.0",756,"1,052,326.0","1,064","1,654,251.0","1,524","2,198,307.0","1,607","2,411,569.0","1,694","2,705,796.0","1,572","2,495,925.0","1,019","1,415,457.0",771,"895,120.0",754,"870,979.0",535,"576,106.0",579,"569,309.0","12,401","17,511,583.0",44,58,US,MX,0810904640,,Standard_Query_21600.csv
1,Mexico,2,0810904640,"JACKFRUIT, FRESH",2024-2024,KG,786,"890,381.0",873,"1,171,006.0","1,476","2,152,579.0","1,855","2,811,692.0","1,987","3,155,599.0","1,811","2,978,066.0","1,489","2,430,641.0","1,107","1,631,990.0","1,036","1,469,394.0",510,"580,314.0",443,"476,452.0",617,"712,369.0","13,989","20,460,483.0",11,32,US,MX,0810904640,,Standard_Query_21600.csv
1,Mexico,2,0810904640,"JACKFRUIT, FRESH",2025-2025,KG,588,"843,952.0",772,"1,010,099.0","1,275","2,193,329.0","1,420","2,357,044.0","1,703","2,714,272.0","1,854","2,797,280.0","1,176","2,159,867.0",930,"1,738,627.0",644,"1,165,891.0",542,"874,897.0",535,"797,228.0",371,"557,516.0","11,810","19,210,002.0",31,20,US,MX,0810904640,,Standard_Query_21600.csv
1,Mexico,2,0810904640,"JACKFRUIT, FRESH",2026-2026,KG,512,"884,446.0",565,"1,126,726.0",,,,,,,,,,,,,,,,,,,,,"1,077","2,011,172.0",10,27,US,MX,0810904640,,Standard_Query_21600.csv
1,Mexico,3,0810904620,"CACTUS PEARS, FR",2023-2023,KG,0,0.0,3,960.0,44,"21,676.0",101,"56,020.0",152,"176,581.0",454,"368,102.0","1,067","1,346,944.0","1,297","1,954,281.0","1,241","1,767,808.0",973,"990,465.0",509,"345,545.0",67,"47,836.0","5,907","7,076,218.0",,,US,MX,0810904620,,Standard_Query_21600.csv
1,Mexico,3,0810904620,"CACTUS PEARS, FR",2024-2024,KG,36,"22,158.0",21,"11,009.0",81,"47,099.0",67,"22,980.0",411,"212,819.0","1,014","796,887.0","1,441","1,790,760.0","1,409","2,610,388.0","1,620","2,684,066.0","1,520","1,899,816.0",759,"670,947.0",186,"138,746.0","8,566","10,907,675.0",-41,-50,US,MX,0810904620,,Standard_Query_21600.csv
1,Mexico,3,0810904620,"CACTUS PEARS, FR",2025-2025,KG,83,"32,780.0",63,"26,097.0",10,"2,465.0",79,"64,032.0",623,"529,075.0",945,"1,006,340.0","1,550","1,813,225.0","1,630","2,386,529.0","1,807","2,365,955.0","1,749","2,272,151.0",893,"862,997.0",277,"205,988.0","9,709","11,567,634.0",-24,-20,US,MX,0810904620,,Standard_Query_21600.csv
1,Mexico,3,0810904620,"CACTUS PEARS, FR",2026-2026,KG,175,"129,352.0",199,"148,959.0",,,,,,,,,,,,,,,,,,,,,374,"278,311.0",14,15,US,MX,0810904620,,Standard_Query_21600.csv
1,Mexico,4,0810904680,"FRUITS, FRS, NES",2023-2023,KG,223,"236,314.0",174,"191,738.0",310,"275,524.0",718,"444,380.0","1,506","946,410.0","1,359","965,685.0","2,456","1,783,788.0","2,010","1,774,487.0","2,169","1,825,315.0","1,503","999,329.0","1,698","901,668.0",875,"447,141.0","14,999","10,791,779.0",-22,-19,US,MX,0810904680,,Standard_Query_21600.csv
1,Mexico,4,0810904680,"FRUITS, FRS, NES",2024-2024,KG,168,"79,786.0",190,"58,081.0",254,"118,551.0",460,"172,760.0","1,507","648,595.0",938,"744,156.0","1,243","1,263,020.0","1,340","1,365,306.0","1,147","1,184,169.0","1,353","1,132,066.0",967,"614,581.0",759,"541,339.0","10,326","7,922,410.0",13,-27,US,MX,0810904680,,Standard_Query_21600.csv
1,Mexico,4,0810904680,"FRUITS, FRS, NES",2025-2025,KG,275,"113,600.0",306,"88,060.0",159,"104,002.0",370,"264,372.0","1,388","672,275.0",607,"437,620.0",732,"775,322.0",882,"1,147,358.0","1,104","1,334,698.0","1,424","1,367,033.0",920,"821,121.0",692,"602,375.0","8,860","7,727,836.0",11,-22,US,MX,0810904680,,Standard_Query_21600.csv
1,Mexico,4,0810904680,"FRUITS, FRS, NES",2026-2026,KG,174,"153,566.0",152,"109,669.0",,,,,,,,,,,,,,,,,,,,,326,"263,235.0",-13,-29,US,MX,0810904680,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2015-2015,KG,16,"18,892.0",15,"18,892.0",0,0.0,0,0.0,0,0.0,0,0.0,22,"18,859.0",0,0.0,70,"55,812.0",33,"18,507.0",66,"36,742.0",40,"18,711.0",262,"186,415.0",-8,0,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2016-2016,KG,0,0.0,0,0.0,83,"71,088.0",92,"109,932.0",39,"66,906.0",57,"82,394.0",60,"81,689.0",22,"36,999.0",16,"18,375.0",78,"105,383.0",22,"31,474.0",17,"30,350.0",487,"634,590.0",,,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2017-2017,KG,28,"36,993.0",9,"18,832.0",49,"79,939.0",83,"137,531.0",129,"213,956.0",70,"111,113.0",35,"60,890.0",54,"72,213.0",59,"111,738.0",113,"131,716.0",22,"36,758.0",0,0.0,652,"1,011,679.0",-70,-49,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2018-2018,KG,29,"17,566.0",39,"51,106.0",141,"188,060.0",189,"268,298.0",132,"189,989.0",108,"115,750.0",46,"38,853.0",47,"61,939.0",19,"63,539.0",2,"3,567.0",0,0.0,0,0.0,754,"998,667.0",34,191,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2019-2019,KG,3,"2,045.0",4,"18,816.0",18,"70,755.0",0,0.0,18,"26,269.0",26,"28,675.0",10,"22,527.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78,"169,087.0",30,820,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2020-2020,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,"33,936.0",4,"15,994.0",3,"13,104.0",0,0.0,0,0.0,0,0.0,0,0.0,13,"63,034.0",,,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2021-2021,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,"4,300.0",6,"2,760.0",13,"7,728.0",19,"11,690.0",9,"5,452.0",0,0.0,55,"31,930.0",,,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2022-2022,KG,0,0.0,0,0.0,27,"6,320.0",0,0.0,0,0.0,60,"46,874.0",57,"33,229.0",51,"30,987.0",64,"33,054.0",0,0.0,61,"27,603.0",0,0.0,319,"178,067.0",,,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2023-2023,KG,67,"15,525.0",19,"50,027.0",167,"46,074.0",195,"60,225.0",51,"16,611.0",252,"89,021.0",103,"28,222.0",160,"44,590.0",103,"29,714.0",51,"15,510.0",159,"47,348.0",81,"23,921.0","1,410","466,788.0",-71,222,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2024-2024,KG,51,"14,772.0",26,"9,346.0",173,"49,644.0",147,"41,025.0",56,"22,266.0",75,"23,905.0",93,"38,431.0",110,"44,835.0",146,"47,740.0",34,"11,353.0",127,"41,135.0",132,"50,072.0","1,170","394,524.0",-48,-37,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2025-2025,KG,103,"43,745.0",6,"1,661.0",139,"52,824.0",199,"73,864.0",321,"106,543.0",101,"24,251.0",243,"88,339.0",51,"12,572.0",112,"37,533.0",17,"19,805.0",41,"19,501.0",63,"17,190.0","1,395","497,828.0",-95,-96,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,5,0810902730,"TAMARINDS,FRESH",2026-2026,KG,57,"21,552.0",10,"2,083.0",,,,,,,,,,,,,,,,,,,,,67,"23,635.0",-82,-90,US,MX,0810902730,,Standard_Query_21600.csv
1,Mexico,6,0810904600,"FRUITS, FRS, NES",2015-2015,KG,"7,286","9,306,980.0","7,782","9,346,133.0","7,596","11,580,139.0","6,873","11,348,564.0","7,650","12,085,722.0","7,253","11,573,353.0","6,821","12,359,966.0","8,082","14,497,072.0","6,177","12,320,552.0","6,635","12,835,117.0","6,596","9,773,914.0","6,998","10,128,838.0","85,750","137,156,350.0",7,0,US,MX,0810904600,,Standard_Query_21600.csv
1,Mexico,6,0810904600,"FRUITS, FRS, NES",2016-2016,KG,"8,646","12,126,382.0","6,486","10,563,719.0","6,612","10,749,465.0","6,155","11,218,955.0","9,829","14,009,502.0","9,134","14,179,570.0","7,305","12,941,267.0","8,528","14,217,883.0","9,149","14,615,211.0","8,104","14,630,790.0","7,395","12,132,159.0","5,949","11,467,259.0","93,293","152,852,162.0",-25,-13,US,MX,0810904600,,Standard_Query_21600.csv
1,Mexico,6,0810904600,"FRUITS, FRS, NES",2017-2017,KG,"5,265","10,708,245.0","6,369","10,228,847.0","9,326","11,519,950.0","8,792","12,924,596.0","10,048","14,956,052.0","9,790","15,150,318.0","11,164","16,041,542.0","10,877","16,317,797.0","8,772","13,881,738.0","8,845","14,017,697.0","8,115","12,238,180.0","6,687","11,687,787.0","104,049","159,672,749.0",21,-4,US,MX,0810904600,,Standard_Query_21600.csv
1,Mexico,6,0810904600,"FRUITS, FRS, NES",2018-2018,KG,"6,489","11,584,773.0","6,220","10,091,179.0","7,924","12,606,419.0","7,574","13,705,005.0","10,162","16,249,210.0","9,454","16,064,075.0","11,467","17,278,922.0","8,941","15,515,226.0","8,944","14,357,312.0","9,095","13,032,960.0","9,240","10,763,717.0","13,008","12,658,575.0","108,518","163,907,373.0",-4,-13,US,MX,0810904600,,Standard_Query_21600.csv
1,Mexico,6,0810904600,"FRUITS, FRS, NES",2019-2019,KG,"10,974","13,973,190.0","7,149","12,223,534.0","7,995","13,652,976.0","8,000","14,590,367.0","10,754","16,518,794.0","10,291","16,512,737.0","9,601","17,202,184.0","8,995","15,915,292.0","8,492","15,413,875.0","7,966","13,916,493.0","9,422","12,552,609.0","9,033","13,830,867.0","108,672","176,302,918.0",-35,-13,US,MX,0810904600,,Standard_Query_21600.csv
1,Mexico,6,0810904600,"FRUITS, FRS, NES",2020-2020,KG,"8,921","11,492,783.0","11,538","11,382,238.0","11,789","12,825,193.0","8,119","13,626,351.0","13,237","18,375,865.0","11,272","19,110,838.0","10,920","18,224,973.0","12,440","19,166,206.0","11,524","16,828,018.0","11,195","16,852,678.0","8,619","14,107,669.0","6,374","12,693,318.0","125,948","184,686,130.0",29,-1,US,MX,0810904600,,Standard_Query_21600.csv
1,Mexico,6,0810904600,"FRUITS, FRS, NES",2021-2021,KG,"6,336","13,431,883.0","6,081","11,112,909.0","8,641","14,243,727.0","12,188","16,036,526.0","15,623","18,414,427.0","12,549","18,257,687.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"61,419","91,497,159.0",-4,-17,US,MX,0810904600,,Standard_Query_21600.csv
1,Mexico,7,0810904610,TOMATILLOS FR,2021-2021,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"7,886","13,228,430.0","8,171","12,047,395.0","7,219","10,819,053.0","7,982","10,298,737.0","11,667","10,394,061.0","9,105","12,852,411.0","52,030","69,640,087.0",,,US,MX,0810904610,,Standard_Query_21600.csv
1,Mexico,7,0810904610,TOMATILLOS FR,2022-2022,KG,"7,910","13,020,427.0","6,747","11,844,861.0","7,096","12,570,703.0","7,098","12,292,166.0","7,540","13,586,240.0","6,930","12,941,491.0","7,553","11,602,999.0","7,468","10,631,877.0","9,134","10,494,149.0","10,116","11,038,853.0","8,446","11,923,472.0","8,007","13,035,600.0","94,046","144,982,838.0",-15,-9,US,MX,0810904610,,Standard_Query_21600.csv
1,Mexico,7,0810904610,TOMATILLOS FR,2023-2023,KG,"8,999","13,660,134.0","8,019","11,538,826.0","9,196","14,097,350.0","8,374","13,930,191.0","8,554","14,006,614.0","8,945","15,280,582.0","7,907","11,337,449.0","10,221","12,855,716.0","8,492","12,315,940.0","10,194","12,562,602.0","11,366","12,556,192.0","12,875","14,495,178.0","113,143","158,636,774.0",-11,-16,US,MX,0810904610,,Standard_Query_21600.csv
1,Mexico,7,0810904610,TOMATILLOS FR,2024-2024,KG,"13,804","14,100,546.0","11,741","14,350,348.0","11,921","15,405,801.0","13,420","13,441,233.0","13,118","14,619,357.0","10,518","13,446,391.0","8,853","12,629,457.0","7,635","12,615,488.0","8,589","12,042,254.0","11,975","14,003,174.0","11,815","14,101,682.0","11,481","16,638,920.0","134,871","167,394,651.0",-15,2,US,MX,0810904610,,Standard_Query_21600.csv
1,Mexico,8,0810904630,"DRAGON FRUIT, FR",2023-2023,KG,0,0.0,0,0.0,6,216.0,232,"92,546.0",650,"245,464.0",254,"83,856.0",393,"98,224.0",238,"91,580.0",199,"56,348.0",678,"202,154.0",21,"7,226.0",13,"4,413.0","2,685","882,027.0",,,US,MX,0810904630,,Standard_Query_21600.csv
1,Mexico,8,0810904630,"DRAGON FRUIT, FR",2024-2024,KG,9,648.0,0,0.0,199,"19,356.0",526,"114,685.0",722,"307,764.0",129,"62,810.0",89,"20,334.0",320,"139,674.0",255,"97,652.0",181,"63,518.0",124,"48,933.0",31,"14,385.0","2,584","889,759.0",,,US,MX,0810904630,,Standard_Query_21600.csv
1,Mexico,8,0810904630,"DRAGON FRUIT, FR",2025-2025,KG,0,0.0,0,0.0,0,0.0,242,"46,826.0",570,"365,909.0",248,"135,380.0",258,"82,808.0",176,"66,070.0",198,"70,478.0",93,"32,250.0",94,"31,876.0",0,0.0,"1,878","831,597.0",,,US,MX,0810904630,,Standard_Query_21600.csv
1,Mexico,9,0810904650,"LYCHEE, FRESH",2023-2023,KG,7,"2,293.0",0,0.0,0,0.0,62,"11,582.0","2,292","533,529.0","1,159","256,671.0","1,054","318,691.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"4,573","1,122,766.0",,,US,MX,0810904650,,Standard_Query_21600.csv
1,Mexico,9,0810904650,"LYCHEE, FRESH",2024-2024,KG,0,0.0,0,0.0,0,0.0,648,"212,008.0","6,670","2,038,754.0",443,"139,514.0",575,"179,650.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"8,335","2,569,926.0",,,US,MX,0810904650,,Standard_Query_21600.csv
1,Mexico,9,0810904650,"LYCHEE, FRESH",2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,"3,655","1,305,221.0","1,148","416,508.0",563,"140,101.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"5,365","1,861,830.0",,,US,MX,0810904650,,Standard_Query_21600.csv
1,Mexico,10,0810904660,"POMEGRANATES, FR",2023-2023,KG,8,"15,419.0",7,"14,892.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,"13,034.0",67,"134,456.0",27,"53,508.0",0,0.0,0,0.0,116,"231,309.0",-3,-3,US,MX,0810904660,,Standard_Query_21600.csv
1,Mexico,10,0810904660,"POMEGRANATES, FR",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,"18,156.0",12,"10,198.0",0,0.0,0,0.0,0,0.0,27,"28,354.0",,,US,MX,0810904660,,Standard_Query_21600.csv
1,Mexico,10,0810904660,"POMEGRANATES, FR",2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,"4,824.0",81,"25,920.0",0,0.0,0,0.0,0,0.0,95,"30,744.0",,,US,MX,0810904660,,Standard_Query_21600.csv
1,Mexico,11,0810904670,"RAMBUTAN, FRESH",2023-2023,KG,0,0.0,5,928.0,8,"1,496.0",31,"4,733.0",576,"128,094.0","1,825","752,200.0",906,"563,703.0","1,368","780,839.0","1,090","635,844.0",780,"362,633.0",242,"224,077.0",0,0.0,"6,831","3,454,547.0",,,US,MX,0810904670,,Standard_Query_21600.csv
1,Mexico,11,0810904670,"RAMBUTAN, FRESH",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,732,"263,078.0","1,270","581,634.0","1,813","987,888.0","1,707","916,500.0","2,817","1,340,816.0","2,412","1,241,525.0","1,052","676,476.0",286,"194,474.0","12,088","6,202,391.0",,,US,MX,0810904670,,Standard_Query_21600.csv
1,Mexico,11,0810904670,"RAMBUTAN, FRESH",2025-2025,KG,74,"20,874.0",0,0.0,0,0.0,0,0.0,978,"235,284.0","2,458","1,176,385.0","2,633","1,655,674.0","2,048","1,259,007.0","1,564","870,629.0","2,449","1,304,962.0",638,"667,177.0",435,"390,542.0","13,278","7,580,534.0",,,US,MX,0810904670,,Standard_Query_21600.csv
1,Mexico,11,0810904670,"RAMBUTAN, FRESH",2026-2026,KG,230,"149,676.0",0,0.0,,,,,,,,,,,,,,,,,,,,,230,"149,676.0",,,US,MX,0810904670,,Standard_Query_21600.csv
1,Mexico,12,0810904690,"FRUITS, FRS, NES",2021-2021,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"4,195","5,504,125.0","4,721","6,891,450.0","4,907","6,580,195.0","5,778","5,851,228.0","3,222","3,746,851.0","2,355","2,880,583.0","25,177","31,454,432.0",,,US,MX,0810904690,,Standard_Query_21600.csv
1,Mexico,12,0810904690,"FRUITS, FRS, NES",2022-2022,KG,"1,574","2,267,060.0","1,760","2,451,088.0","2,183","3,189,975.0","2,911","3,894,060.0","5,902","5,322,607.0","7,524","6,378,967.0","7,546","6,860,311.0","6,922","7,552,967.0","6,877","7,046,786.0","6,025","5,519,272.0","3,997","3,738,121.0","2,054","2,021,293.0","55,274","56,242,507.0",12,8,US,MX,0810904690,,Standard_Query_21600.csv
2,Greece,1,0810500090,"KIWI FRUIT,NES",2024-2024,KG,"8,324","3,692,942.0","5,758","2,524,781.0","4,640","2,012,070.0","4,291","1,901,030.0",602,"272,352.0",0,0.0,0,0.0,0,0.0,0,0.0,"1,025","447,330.0","2,943","1,163,105.0","5,402","2,253,271.0","32,986","14,266,881.0",-31,-32,US,GR,0810500090,,Standard_Query_21600.csv
2,Greece,1,0810500090,"KIWI FRUIT,NES",2025-2025,KG,"9,328","4,022,862.0","6,270","2,860,663.0","11,727","5,171,428.0","4,520","2,085,333.0","1,563","821,822.0",0,0.0,0,0.0,0,0.0,0,0.0,791,"329,016.0","3,034","1,180,981.0","12,832","5,011,178.0","50,066","21,483,283.0",-33,-29,US,GR,0810500090,,Standard_Query_21600.csv
2,Greece,1,0810500090,"KIWI FRUIT,NES",2026-2026,KG,"10,454","4,287,964.0","7,030","2,703,236.0",,,,,,,,,,,,,,,,,,,,,"17,485","6,991,200.0",-33,-37,US,GR,0810500090,,Standard_Query_21600.csv
2,Greece,2,0810500010,"KIWI FRUIT,ORG",2024-2024,KG,61,"21,840.0",179,"84,684.0",375,"148,416.0",115,"44,208.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,185,"77,271.0",424,"153,712.0","1,339","530,131.0",192,288,US,GR,0810500010,,Standard_Query_21600.csv
2,Greece,2,0810500010,"KIWI FRUIT,ORG",2025-2025,KG,952,"425,274.0",565,"248,784.0",484,"268,454.0",718,"308,532.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,113,"42,320.0","1,345","480,800.0","4,177","1,774,164.0",-41,-42,US,GR,0810500010,,Standard_Query_21600.csv
2,Greece,2,0810500010,"KIWI FRUIT,ORG",2026-2026,KG,"1,309","476,880.0",397,"147,765.0",,,,,,,,,,,,,,,,,,,,,"1,706","624,645.0",-70,-69,US,GR,0810500010,,Standard_Query_21600.csv
2,Greece,3,0810500000,"KIWI FRUIT,FRESH",2015-2015,KG,194,"108,353.0",178,"120,655.0",172,"99,212.0",52,"34,478.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,"17,010.0",104,"85,659.0",712,"465,367.0",-8,11,US,GR,0810500000,,Standard_Query_21600.csv
2,Greece,3,0810500000,"KIWI FRUIT,FRESH",2016-2016,KG,187,"111,339.0",203,"156,285.0",273,"187,224.0",117,"62,294.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,293,"113,705.0",376,"173,354.0","1,449","804,201.0",9,40,US,GR,0810500000,,Standard_Query_21600.csv
2,Greece,3,0810500000,"KIWI FRUIT,FRESH",2017-2017,KG,238,"177,264.0",103,"63,377.0",157,"96,237.0",134,"80,503.0",28,"15,832.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,444,"262,576.0",835,"548,276.0","1,940","1,244,065.0",-56,-64,US,GR,0810500000,,Standard_Query_21600.csv
2,Greece,3,0810500000,"KIWI FRUIT,FRESH",2018-2018,KG,"1,969","1,110,981.0","1,304","679,038.0","1,228","588,283.0",413,"201,408.0",43,"22,410.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,428","977,524.0","1,195","899,395.0","7,580","4,479,039.0",-34,-39,US,GR,0810500000,,Standard_Query_21600.csv
2,Greece,3,0810500000,"KIWI FRUIT,FRESH",2019-2019,KG,"1,029","823,706.0","1,114","816,625.0","1,878","1,398,449.0","1,108","848,409.0",65,"43,002.0",0,0.0,0,0.0,0,0.0,0,0.0,57,"41,508.0","1,237","741,781.0","2,835","1,709,380.0","9,323","6,422,860.0",8,-1,US,GR,0810500000,,Standard_Query_21600.csv
2,Greece,3,0810500000,"KIWI FRUIT,FRESH",2020-2020,KG,"2,820","1,598,240.0","2,939","1,700,299.0","3,318","1,865,495.0",595,"337,368.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,651,"330,515.0","1,380","735,864.0","4,423","2,408,416.0","16,125","8,976,197.0",4,6,US,GR,0810500000,,Standard_Query_21600.csv
2,Greece,3,0810500000,"KIWI FRUIT,FRESH",2021-2021,KG,"4,903","2,396,974.0","3,772","1,915,495.0","3,952","1,884,114.0","1,139","510,192.0",65,"23,296.0",0,0.0,0,0.0,0,0.0,52,"22,510.0",187,"91,172.0","1,295","599,860.0","3,426","1,669,013.0","18,790","9,112,626.0",-23,-20,US,GR,0810500000,,Standard_Query_21600.csv
2,Greece,3,0810500000,"KIWI FRUIT,FRESH",2022-2022,KG,"7,946","3,714,339.0","5,602","2,607,563.0","9,204","4,377,101.0","2,008","1,019,019.0",340,"186,368.0",0,0.0,0,0.0,0,0.0,0,0.0,64,"67,230.0","1,788","907,665.0","3,335","1,995,511.0","30,287","14,874,796.0",-30,-30,US,GR,0810500000,,Standard_Query_21600.csv
2,Greece,3,0810500000,"KIWI FRUIT,FRESH",2023-2023,KG,"5,852","3,013,263.0","4,699","2,508,891.0","6,394","3,122,792.0","2,196","1,137,988.0","1,115","695,408.0",31,"22,464.0",0,0.0,0,0.0,23,"9,200.0",566,"250,912.0","2,835","1,341,983.0","7,494","3,340,280.0","31,205","15,443,181.0",-20,-17,US,GR,0810500000,,Standard_Query_21600.csv
2,Greece,4,0810904660,"POMEGRANATES, FR",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,"14,144.0",41,"14,144.0",,,US,GR,0810904660,,Standard_Query_21600.csv
2,Greece,4,0810904660,"POMEGRANATES, FR",2025-2025,KG,41,"14,144.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,"14,144.0",,,US,GR,0810904660,,Standard_Query_21600.csv
2,Greece,5,0810904690,"FRUITS, FRS, NES",2022-2022,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,"13,940.0",0,0.0,18,"13,940.0",,,US,GR,0810904690,,Standard_Query_21600.csv
3,Italy(*),1,0810500090,"KIWI FRUIT,NES",2024-2024,KG,"8,192","2,988,908.0","4,249","1,630,510.0","3,466","1,377,297.0","3,631","1,385,493.0","1,647","612,971.0",0,0.0,0,0.0,0,0.0,0,0.0,536,"226,800.0","2,275","845,130.0","14,394","3,510,125.0","38,391","12,577,234.0",-48,-45,US,IT,0810500090,,Standard_Query_21600.csv
3,Italy(*),1,0810500090,"KIWI FRUIT,NES",2025-2025,KG,"9,975","2,457,350.0","2,371","876,388.0","3,060","1,316,014.0","3,349","1,320,432.0",151,"55,238.0",0,0.0,0,0.0,0,0.0,0,0.0,"1,743","612,344.0","3,536","1,077,567.0","18,854","4,729,380.0","43,040","12,444,713.0",-76,-64,US,IT,0810500090,,Standard_Query_21600.csv
3,Italy(*),1,0810500090,"KIWI FRUIT,NES",2026-2026,KG,"10,654","3,227,995.0","4,214","1,335,023.0",,,,,,,,,,,,,,,,,,,,,"14,868","4,563,018.0",-60,-59,US,IT,0810500090,,Standard_Query_21600.csv
3,Italy(*),2,0810500010,"KIWI FRUIT,ORG",2024-2024,KG,479,"180,428.0",589,"228,100.0",718,"250,550.0",199,"68,460.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,240,"87,580.0","1,053","363,940.0","3,684","1,004,307.0","6,962","2,183,365.0",23,26,US,IT,0810500010,,Standard_Query_21600.csv
3,Italy(*),2,0810500010,"KIWI FRUIT,ORG",2025-2025,KG,"3,724","936,977.0",870,"311,888.0",984,"376,684.0","1,190","430,680.0",476,"158,960.0",0,0.0,0,0.0,0,0.0,0,0.0,332,"113,260.0","2,073","607,932.0","5,557","1,623,812.0","15,206","4,560,193.0",-77,-67,US,IT,0810500010,,Standard_Query_21600.csv
3,Italy(*),2,0810500010,"KIWI FRUIT,ORG",2026-2026,KG,"2,533","737,873.0","2,020","699,690.0",,,,,,,,,,,,,,,,,,,,,"4,553","1,437,563.0",-20,-5,US,IT,0810500010,,Standard_Query_21600.csv
3,Italy(*),3,0810500000,"KIWI FRUIT,FRESH",2015-2015,KG,"3,620","1,867,896.0","7,672","4,440,749.0","8,392","4,892,935.0","3,956","2,329,129.0",445,"215,759.0",0,0.0,0,0.0,0,0.0,45,"22,680.0","1,264","691,344.0","4,128","2,018,236.0","9,577","6,910,169.0","39,098","23,388,897.0",112,138,US,IT,0810500000,,Standard_Query_21600.csv
